0.450747,
0.43,
0.67,0.0
0.49,
0.43072,
0.48,
0.66,0.388888888889
0.72,0.0
0.65247,0.5
0.49,
0.6,0.375
0.98,0.931818181818
0.429016,
0.86,0.8,0.816326530612
0.81,0.876404494382
0.78,
0.538669,
0.39,
0.56,
0.45,
0.55299,
0.65,
0.51,
0.55,
0.437708,
0.34,
0.18,
0.9,1.0
0.66701,0.875,0.475409836066
0.54,
0.61,
0.45,
0.513028,
0.55,
0.54,
0.61,
0.63974,0.5
1.0,1.0
1.0,0.96875
1.0,0.947916666667
0.4831,
0.5,
0.57,
0.62,
0.504402,
0.53,
0.62,
0.7,0.5
0.534776,
0.61,0.473684210526,0.466666666667
0.46,
0.65,
0.467016,
0.64,0.5
0.91,0.833333333333,0.838150289017
0.92,
0.478774,
0.65,
0.54,
0.71,
0.5328614,
0.59,
0.51,
0.44,
0.6373,0.5
0.64,
0.59,
0.88,0.85
0.442822,
0.55,
0.59,
0.84,0.435897435897
0.45198,
0.56,
0.46,
0.17,
0.5210122,
0.53,
0.53,
0.45,
0.497405,
0.42,
0.57,
0.27,
0.516827,
0.58,
0.57,
0.91,0.833333333333
0.483837,
0.6,0.0
0.41,
0.34,
0.436781,
0.61,
0.28,
0.71,0.379310344828
0.61019,0.0,0.25
0.44,
0.51,
0.49,
0.602428,0.0
0.49,
0.43,
0.4,
0.42425,
0.71,0.315789473684
0.55,
0.4,
0.55961,
0.57,
0.42,
0.55,
0.477236,
0.48,
0.44,
0.64,
0.442047,
0.54,
0.57,
0.34,
0.5017025,
0.63,
0.44,
0.41,
0.66019,1.0
0.6,0.1
0.59,
0.63,
0.504674,
0.6,
0.53,
0.36,
0.514932,
0.71,0.3,0.266666666667
0.52,
0.89,0.824561403509,-1.0
0.526316,
0.69,0.4
0.62,
0.37,
0.489823,
0.71,0.5
0.55,
0.47,
0.479046,
0.45,
0.45,
0.35,
0.5305952,
0.64,
0.54,
0.71,0.5
0.531185,
0.46,
0.36,
0.52,
0.50159,
0.66,0.0,0.0,0.0
0.58,
0.49,
0.4473,
0.72,0.333333333333
0.47,0.380952380952,0.365384615385,0.365384615385
0.54,
0.511812,
0.79,0.866666666667
0.96,0.96
0.9,1.0
0.542642,
0.62,
0.62,
0.59,
0.538326,
0.72,0.875
0.82,0.745098039216,-1.0
0.83,
0.531157,
0.54,
0.45,
0.37,
0.59065,
0.52,
0.41,
0.33,
0.561864,
0.45,
0.74,0.75,0.75
0.71,
0.4687846,
0.5,
0.61,
0.53,
0.573615,
0.68,
0.58,
0.58,
0.5405913,
0.56,
0.61,
0.42,
0.472743,
0.67,
0.44,
0.27,
0.560348,
0.81,0.8
0.7,
0.43,
0.4889944,
0.5,0.133333333333,0.151515151515
0.4,
0.7,0.6
0.5081325,
0.7,0.266666666667
0.61,
0.61,
0.521439,
0.54,
0.42,
0.61,
0.550069,
0.71,1.0
0.69,0.3
0.53,
0.452732,
0.71,0.4
0.66,
0.75,
0.517579,
0.76,0.6
0.56,
0.51,
0.476207,
0.7,0.166666666667,0.235294117647,0.232558139535
0.75,0.577181208054
0.71,
0.513335,
0.55,0.4
0.6,
0.37,
0.47039,
0.48,
0.54,
0.43,
0.574363,
0.57,0.0
0.53,
0.45,
0.43667,
0.55,
0.55,
0.58,
0.479878,
0.68,0.3,0.294117647059
0.75,0.795454545455
0.78,0.719827586207
0.495262,
0.52,
0.58,
0.53,
0.58756,
0.57,
0.36,
0.27,
0.515701,
0.5,
0.53,
0.32,
0.4854686,
0.49,
0.59,
0.41,
0.426422,
0.54,
0.52,
0.69,
0.515189,
0.36,
0.63,
0.47,
0.51166,
0.63,
0.44,
0.52,
0.444887,
0.65,0.0
0.76,0.263157894737
0.75,0.333333333333
0.6609,0.75,0.393442622951
0.76,0.789473684211
0.59,
0.51,
0.42077,
0.82,0.85
0.84,0.682170542636
0.88,
0.61187,0.25,0.260869565217
0.54,
0.84,0.796680497925
0.84,
0.557671,
0.72,0.666666666667
0.61,0.366666666667,-1.0
0.52,
0.551862,
0.55,
0.57,
0.4,
0.39551,
0.51,
0.68,
0.5,
0.524247,
0.66,0.444444444444
0.44,
0.64,
0.444055,
0.61,
0.86,0.875,0.88
0.82,
0.518913,
0.59,0.777777777778
0.6,
0.6,
0.509903,
0.5,
0.67,
0.64,
0.440336,
0.51,
0.55,
0.37,
0.56462,
0.6,
0.52,
0.84,0.642857142857,0.646153846154
0.426749,
0.87,0.8
0.74,0.613861386139
0.66,
0.37142,
0.67,0.5
0.65,0.25
0.75,
0.458739,
0.63,0.375,0.363636363636,0.370689655172,0.375
0.49,
0.42,
0.532378,
0.58,
0.52,
0.45,
0.435351,
0.7,0.166666666667
0.69,0.202380952381,0.2,-1.0
0.46,
0.4495571,
0.54,
0.48,
0.4,
0.461357,
0.64,0.625,0.634285714286
0.61,
0.52,
0.483543,
0.53,
0.57,
0.61,
0.52395,
0.51,
0.49,
0.48,
