0.40905,
0.31,
0.22,
0.0,
0.6085093,
0.84,0.0
0.68,
0.99,
0.45868,
0.44,0.0
0.45,
0.84,
0.5065606,
0.24,
0.05,
0.04,
0.451064,
0.25,
0.56,
0.23,
0.52863,
0.27,0.0
0.31,
0.2,
0.4476089,
0.49,
0.51,
0.28,
0.439907,
0.64,
0.57,0.0
0.96,0.166666666667
0.42335,
0.14,
0.11,
0.02,
0.471901,
0.57,0.0
0.37,0.25
0.44,
0.4850776,
0.34,
0.29,
0.53,0.0
0.448142,
0.44,
0.32,
0.22,
0.538308,
0.24,
0.14,
0.29,
0.61278,
0.55,
0.55,
0.97,0.25
0.549487,
0.78,
0.58,
0.39,
0.503093,
0.32,
0.13,
0.23,
0.420339,
0.44,
0.29,
0.22,
0.60005,
0.59,0.0
0.62,
0.26,
0.418566,
0.16,
0.05,
0.0,
0.489586,
0.36,
0.18,
0.62,
0.59034,
0.79,
0.66,
0.56,
0.378132,
0.35,
0.44,
0.9,
0.491085,
0.58,
0.58,
0.59,
0.539236,
0.44,
0.56,
0.46,
0.53436,
0.43,
0.58,0.0
0.56,
0.57147,
0.63,
0.47,
0.36,
0.4804766,
0.68,
0.55,
0.66,
0.534973,
0.81,0.0
0.68,0.166666666667
0.61,
0.499973,
0.76,
0.86,
0.84,
0.619693,
0.47,0.0
0.59,
0.52,
0.521046,
0.34,
0.25,
0.2,
0.4990189,
0.26,
0.36,
0.92,
0.505597,
0.64,
0.46,
0.2,
0.42288,
0.61,
0.51,
0.41,
0.45059,
0.35,
0.25,
0.21,
0.472436,
0.45,
0.56,
0.17,
0.5063266,
0.26,
0.3,
0.2,
0.533967,
0.67,
0.6,
0.7,
0.5492,
0.7,
0.77,
0.85,
0.521825,
0.33,
0.25,
0.16,
0.460035,
0.56,0.0
0.45,
0.27,
0.4534618,
0.3,
0.26,
0.06,
0.563831,
0.74,0.25
0.8,
0.78,
0.567756,
0.61,0.0
0.43,
0.27,
0.546546,
0.73,
0.44,
0.87,0.0
0.555128,
0.43,
0.31,
0.23,
0.46665,
0.38,
0.11,
0.02,
0.537117,
0.33,
0.17,
0.2,
0.560022,
0.35,
0.18,
0.4,
0.411734,
0.28,
0.37,
0.27,
0.47105,
0.4,
0.6,
0.83,
0.465781,
0.5,
0.38,
0.13,
0.46092,
0.37,0.0
0.21,
0.15,
0.57936,
0.94,
0.84,
0.92,
0.50941,
0.86,
0.81,
0.74,
0.533203,
0.59,0.0
0.51,
0.95,
0.402362,
0.27,
0.11,
0.01,
0.499777,
0.64,
0.49,
0.43,0.0
0.5695,
0.34,0.0
0.55,
0.28,
0.461042,
0.65,
0.53,
0.47,
0.517368,
0.36,
0.19,
0.03,
0.51599,
0.82,
0.84,
0.96,
0.48429,
0.68,
0.63,
0.25,
0.42396,
0.36,0.25
0.41,
0.23,
0.508312,
0.54,
0.53,
0.48,
0.541991,
0.37,
0.3,
0.39,
0.660055,
0.95,0.0
0.91,0.166666666667
1.0,0.25
0.442475,
0.8,
0.76,
0.75,
0.450755,
0.46,
0.31,
0.0,
0.442296,
0.36,
0.67,
0.69,
0.483098,
0.39,
0.33,
0.94,0.222222222222
0.47181,
0.55,
0.75,0.0
0.87,0.166666666667
0.44674,
0.29,
0.19,
0.8,0.0
0.40935,
0.64,
0.61,
0.99,0.230769230769
0.493276,
0.63,
0.55,
0.64,
0.534864,
0.37,
0.33,
0.28,
0.67073,
1.0,0.0
1.0,0.227272727273
1.0,0.25
0.468824,
0.35,
0.41,
0.59,
0.537798,
0.66,
0.83,
0.87,
0.457474,
0.28,
0.26,
0.22,
0.510227,
0.35,0.0
0.33,
0.11,
0.453355,
0.53,
0.52,
0.66,
0.560612,
0.56,
0.54,
0.57,
0.516626,
0.42,
0.62,
0.56,
0.445509,
0.22,
0.13,
0.09,
0.49522,
0.66,
0.72,
0.54,
0.4573939,
0.53,
0.79,
0.98,
0.512771,
0.55,
0.45,
0.75,
0.55689,
0.45,
0.67,
0.59,0.25
0.53251,
0.5,
0.31,
0.06,
0.46413,
0.37,
0.87,
0.94,
0.518523,
0.57,
0.53,
0.42,
0.500277,
0.37,
0.28,
0.56,
0.48045,
0.64,
0.47,
0.4,
0.486305,
0.6,
0.82,
0.64,
0.545437,
0.48,0.0
0.87,0.166666666667
0.81,0.25
0.442045,
0.58,
0.38,
0.86,
0.57115,
0.49,
0.4,
0.52,
0.4955315,
0.87,
0.94,0.0
0.98,
0.5012715,
0.55,
0.28,
0.29,
0.451285,
0.47,
0.55,
0.92,
0.4846984,
0.4,
0.22,
0.12,
0.4313,
0.8,
0.87,
0.79,
0.4441823,
0.7,
0.91,
0.86,
0.489856,
0.62,
0.41,
0.3,
0.459297,
0.63,
0.53,
0.66,0.0
0.437503,
0.42,
0.6,
0.46,
0.413311,
0.22,0.0
0.2,
0.03,
0.426985,
0.12,
0.23,
0.83,
0.510829,
0.34,
0.41,
0.15,
0.459297,
0.55,
0.98,0.25
0.96,
0.42117,
0.26,0.0
0.33,
0.15,
0.523223,
0.15,
0.19,
0.03,
0.545539,
0.23,
0.03,
0.03,
0.5100296,
0.38,
0.25,
0.26,
0.527354,
0.97,0.0
0.95,0.166666666667
0.98,0.25
0.5012714,
0.42,
0.76,
0.69,
0.467144,
0.34,
0.3,
0.78,
0.418505,
0.54,
0.59,
0.89,
0.585439,
0.5,
0.37,
0.63,
0.443827,
0.4,
0.27,
0.28,
0.55056,
0.31,
0.16,
0.02,
0.498396,
0.36,
0.49,
0.73,
0.5305089,
0.73,
0.81,
0.7,0.230769230769
0.51854125,
0.45,
0.71,
0.67,
0.539236,
0.6,
0.57,
0.34,
0.579849,
0.32,
0.31,
0.06,
0.463159,
0.34,
0.34,
0.1,
0.555208,
0.79,
0.97,
0.89,
0.462642,
0.38,
0.31,
0.22,
0.477696,
0.36,
0.35,
0.11,
0.426829,
0.19,
0.17,
0.83,
0.53274,
0.3,
0.41,
0.49,
0.562635,
0.5,0.0
0.5,
0.22,
0.454372,
0.47,0.0
0.65,
0.37,
0.4074,
0.47,
0.41,
0.27,
0.47773005,
0.54,
0.53,
0.7,
0.56685,
0.27,
0.15,
0.05,
0.5064636,
0.42,
0.56,
0.71,0.25
0.539795,
0.56,
0.36,
0.29,
0.536025,
0.3,
0.17,
0.34,
0.49169,
0.33,
0.14,
0.28,
0.5441167,
0.78,
0.63,
0.48,
0.38327,
0.33,
0.58,
0.68,
0.425032,
0.71,
0.57,
0.46,
0.471708,
0.61,
0.43,
0.54,
0.44015,
0.44,
0.39,
0.12,
0.582041,
0.68,
0.9,0.166666666667
0.87,0.25
0.586462,
0.28,
0.37,
0.35,
0.388822,
0.15,
0.03,
0.11,
0.551631,
0.32,
0.36,
0.05,
0.450963,
0.58,
0.49,
0.08,
0.4118174,
0.22,
0.43,
0.29,
0.4627195,
0.34,
0.46,
0.13,
0.423885,
0.3,
0.22,
0.04,
0.436594,
0.83,
0.85,
0.9,
0.49752695,
0.25,
0.12,
0.43,
0.53282,
0.85,0.0
0.91,
0.87,
0.37216,
0.23,
0.11,
0.0,
0.497139,
0.54,
0.35,
0.1,
0.483123,
0.51,
0.46,0.2
0.24,
0.59351,
0.59,0.2
0.8,0.235294117647
0.67,0.240740740741
0.524265,
0.15,
0.09,
0.29,
0.40716,
0.68,
0.97,0.0
1.0,
0.433285,
0.59,
0.37,
0.87,0.0
0.60372,
0.55,0.0
0.42,
0.71,0.235294117647
0.47684,
0.46,
0.38,
0.14,
0.53873,
0.42,0.0
0.34,
0.34,
0.535702,
0.41,
0.66,
0.63,
0.5499076,
0.53,
0.59,
0.36,
0.57381,
0.51,0.0
0.44,
0.55,
0.524137,
0.66,
0.85,0.0
0.77,
0.475062,
0.39,
0.26,
0.09,
0.4623548,
0.42,
0.39,
0.33,
0.39443,
0.32,
0.27,
0.2,
0.45967,
0.34,
0.8,
0.81,
0.465495,
0.57,
0.39,
0.96,
0.40253,
0.58,
0.47,
0.38,
0.47521,
0.36,
0.35,
0.75,
0.483158,
0.22,
0.16,
0.02,
0.40143,
0.35,
0.75,
0.8,
0.600988,
0.64,
0.94,
0.97,
0.41146,
0.29,
0.12,
0.02,
0.475917,
0.28,
0.2,
0.03,
0.42479335,
0.22,
0.18,
0.83,
0.454284,
0.37,
0.17,
0.94,0.0
0.4662743,
0.43,
0.61,0.0
0.63,
0.499519,
0.63,
0.62,0.2
0.63,
0.44635,
0.16,
0.08,
0.04,
0.509982,
0.55,
0.34,
0.72,
0.542847,
0.79,0.0
0.79,0.227272727273
0.75,0.245283018868
0.460039,
0.56,
0.6,
0.47,
0.59258,
0.68,
0.48,
0.87,
0.470876,
0.21,
0.37,
0.37,
0.557244,
0.51,
0.49,
0.3,
0.519254,
0.48,
0.3,
0.04,
0.45389,
0.45,
0.87,
0.78,
0.508235,
0.54,
0.35,
0.34,
0.477244,
0.47,
0.61,
0.56,
0.45611,
0.64,0.0
0.69,0.166666666667
0.62,0.25
0.53915,
0.28,
0.22,
0.38,
0.437503,
0.68,
0.61,
0.65,
0.577174,
0.85,
0.9,
0.95,
0.60926,
0.57,
0.82,
0.77,
0.492351,
0.54,0.0
0.56,0.214285714286
0.66,
0.534344,
0.6,
0.64,
0.55,
0.46682,
0.56,0.0
0.58,0.25
0.65,0.243902439024
0.506571,
0.37,
0.37,
0.31,
0.492909,
0.61,
0.62,
0.16,
0.586348,
0.99,0.0
0.97,0.227272727273
0.95,0.245454545455
0.417468,
0.49,
0.71,0.0
0.69,
0.49438,
0.36,0.0
0.47,
0.88,
0.55859,
0.45,0.0
0.46,
0.31,
0.540398,
0.52,
0.37,
0.26,
0.42447,
0.29,
0.17,
0.01,
0.575307,
0.43,0.0
0.74,0.214285714286
0.8,
0.545234,
0.89,0.0
0.93,0.25
0.96,0.25
0.46702,
0.61,
0.56,
0.95,0.0
0.530733,
0.62,
0.46,
0.3,
0.478753,
0.2,
0.12,
0.12,
0.464418,
0.61,
0.64,
0.59,
0.487543,
0.69,0.0
0.64,0.2
0.55,0.222222222222
0.500443,
0.59,
0.7,
0.48,
0.54975,
0.38,
0.41,
0.3,
0.53083,
0.51,
0.27,
0.02,
0.42058,
0.57,
0.49,
0.32,
0.484399,
0.42,
0.39,
0.39,
0.410479,
0.35,
0.26,
0.11,
0.550042,
0.52,
0.61,
0.73,
0.447387,
0.14,
0.1,
0.23,
0.474004,
0.47,
0.62,0.25
0.55,
0.42827,
0.2,
0.75,0.0
0.52,
0.45138,
0.9,0.0
0.84,0.227272727273
0.87,
0.53253,
0.73,
0.55,
0.52,
0.535158,
0.37,0.0
0.34,
0.09,
0.579576,
0.76,
0.54,
0.66,
0.503827,
0.65,
0.57,
0.55,
0.416154,
0.19,0.0
0.34,
0.82,
0.5416102,
0.25,
0.24,
0.17,
0.502663,
0.55,
0.33,
0.04,
0.483292,
0.13,
0.09,
0.0,
0.53733,
0.32,
0.45,
0.91,
0.458503,
0.7,
0.84,
0.83,0.25
0.460525,
0.18,
0.24,
0.16,
0.437043,
0.16,
0.07,
0.02,
0.526252,
0.53,
0.45,
0.62,0.0
0.29097,
0.11,0.0
0.19,0.2
0.19,0.25
0.425553,
0.2,
0.26,
0.21,
0.44888,
0.19,
0.19,
0.0,
0.49238,
0.55,
0.43,
0.2,
0.517258,
0.64,
0.71,
0.47,
0.510992,
0.2,
0.08,
0.0,
0.478191,
0.49,
0.35,
0.07,
0.449601,
0.5,
0.55,
0.83,
0.446889,
0.4,
0.29,
0.13,
0.545716,
0.21,
0.11,
0.01,
0.441583,
0.25,
0.28,
0.32,
0.507795,
0.39,
0.22,
0.69,0.0
0.495015,
0.37,
0.61,
0.78,
0.467478,
0.35,
0.2,
0.17,
0.602674,
0.58,
0.58,
0.54,
0.504425,
0.26,
0.22,
0.1,
0.438092,
0.68,
0.75,
0.72,
0.411728,
0.8,
0.7,
0.83,
0.62572,
0.57,0.0
0.47,
0.42,
0.48339,
0.38,
0.31,
0.96,
0.458098,
0.32,
0.56,
0.5,
0.49452,
0.2,
0.08,
0.05,
0.520468,
0.4,
0.35,
0.27,
0.47349,
0.46,
0.31,
0.7,
0.67086,
0.49,0.0
0.61,
0.49,
0.460357,
0.43,
0.29,
0.11,
0.64675,
0.67,
0.42,
0.43,
0.513013,
0.36,
0.19,
0.06,
0.54651,
0.76,0.0
0.97,0.166666666667
0.98,0.25
0.447953,
0.65,0.0
0.42,
0.5,
0.432399,
0.39,
0.86,
0.77,
0.468253,
0.77,
0.78,
0.73,
0.57501,
0.93,
0.91,
0.95,
0.468207,
0.63,
0.57,0.166666666667
0.57,
0.579626,
0.6,
0.57,
0.34,
0.32958,
0.08,
0.2,
0.55,
0.487298,
0.5,
0.57,
0.45,
